id,listing_id,referencia,tipo,cidade,bairro,endereco,numero,complemento,cep,valor,valor_num,dormitorios,suites,banheiros,vagas,area_privativa,area_total,link,imagem_principal,descricao
4098541,18i-Casa Havaí Aryel 950 mil_1-4098541,18i-Casa Havaí Aryel 950 mil_1,Casa,Goiânia,Residencial Havaí,Rua H8,1,Casa,74781175,R$ 920.000,920000,3,2,3,4,145 m²,360 m²,https://www.marcusbeda.com.br/imovel/4098541/casa-3-dormitorios-venda-goiania-go-residencial-havai,https://www.marcusbeda.com.br/imagens/imoveis/202601071431579305.jpeg,"Descubra o charme de viver em uma casa que combina elegância e conforto em cada detalhe. Com 360 m² de área total, este imóvel oferece um espaço generoso e bem distribuído, ideal para quem busca qualidade de vida sem abrir mão de praticidade. A residência dispõe de três dormitórios, sendo duas suítes equipadas com infraestrutura de ar condicionado pronta, garantindo ambientes climatizados e agradáveis. O closet da suíte principal conta com guarda roupa planejado, proporcionando organização e sofisticação. Os três banheiros apresentam nichos modernos e acabamento em porcelanato, reforçando o padrão de acabamento de alto nível. A área social destaca se pela sala ampla com pé direito alto, que cria uma sensação de amplitude e luminosidade natural. A cozinha é um convite à criatividade culinária, completa com armários planejados e integração direta à área gourmet, onde a churrasqueira integrada permite desfrutar de momentos de convivência com elegância. A iluminação LED, presente em todo o imóvel, alia eficiência energética a um ambiente contemporâneo. O piso em porcelanato, aliado ao rodapé embutido, confere uniformidade e requinte aos ambientes. Portas e janelas de esquadria em alumínio garantem durabilidade e isolamento acústico. A área de serviço é individualizada, oferecendo praticidade no dia a dia. A garagem, com quatro vagas cobertas, atende confortavelmente à família e visitantes. Localizada em endereço estratégico, a casa está inserida em um bairro que reúne segurança, tranquilidade e fácil acesso a comércios, escolas e opções de transporte, proporcionando conveniência para todas as rotinas. Esta é a oportunidade de adquirir um lar completo, pronto para receber você e sua família com conforto, estilo e funcionalidade. Entre em contato agora mesmo e agende sua visita o próximo capítulo da sua vida começa aqui."
4099379,40i-Casa recanto cleyton sr31_1-4099379,40i-Casa recanto cleyton sr31_1,Casa,Goiânia,Setor Recanto das Minas Gerais,Rua SR 31,1,Casa,74785472,R$ 360.000,360000,3,1,2,2,100 m²,135 m²,https://www.marcusbeda.com.br/imovel/4099379/casa-venda-goiania-go-setor-recanto-das-minas-gerais,https://www.marcusbeda.com.br/imagens/imoveis/202601080840284356.jpeg,"Descubra o encanto desta casa de 135 m², onde conforto e praticidade se unem em um espaço pensado para quem valoriza qualidade de vida. Ao entrar, você será recebido por um interior impecável, com piso em porcelanato que confere elegância e facilidade na manutenção, e um roda pé embutido que maximiza a sensação de amplitude em todos os ambientes. A residência dispõe de 3 dormitórios, sendo 1 suíte, proporcionando privacidade e tranquilidade para toda a família. Os 2 banheiros contam com acabamento moderno, garantindo conforto no dia a dia. A cozinha integrada à área gourmet abre caminho para momentos de convivência e celebrações, ideal para quem gosta de receber amigos e familiares em um ambiente sofisticado e funcional. A garagem ampla oferece espaço suficiente para dois veículos, protegendo seu automóvel das intempéries e facilitando o acesso à casa. Além disso, a localização estratégica, no endereço Array , coloca você próximo a uma variedade de comércios, escolas e opções de transporte, facilitando a rotina e ampliando as possibilidades de lazer e conveniência. Esta é a oportunidade de viver em um lar que alia design contemporâneo, praticidade e uma localização que favorece o seu estilo de vida. Não perca tempo: agende já sua visita e venha sentir na prática tudo o que esta casa tem a oferecer."
4099385,24i-Casa Vila Moraes 650 mil_1-4099385,24i-Casa Vila Moraes 650 mil_1,Casa,Goiânia,Vila Morais,Rua 2,1,Casa,74620320,R$ 650.000,650000,3,1,2,4,238 m²,444 m²,https://www.marcusbeda.com.br/imovel/4099385/casa-venda-goiania-go-vila-morais,https://www.marcusbeda.com.br/imagens/imoveis/202601080852223135.jpeg,"Descubra o encanto de viver em uma casa que combina praticidade e conforto em cada detalhe. Com 1 banheiro bem distribuído, uma vaga de garagem e ambientes pensados para o seu dia a dia, este imóvel oferece a base ideal para quem busca qualidade de vida sem abrir mão da conveniência. A propriedade conta com uma varanda acolhedora, perfeita para desfrutar de momentos ao ar livre, e um quiosque que amplia as opções de lazer e entretenimento privativo. A despensa integrada traz organização e funcionalidade à cozinha, facilitando o armazenamento de mantimentos e utensílios. Além disso, a possibilidade de financiamento torna a aquisição ainda mais acessível, permitindo que você realize o sonho da casa própria com segurança financeira. Situada em um endereço estratégico, a casa está inserida em um bairro que oferece infraestrutura completa: comércios variados, escolas de referência e opções de transporte público nas proximidades, garantindo praticidade para toda a família. Imagine-se desfrutando de tardes relaxantes na varanda, organizando suas compras na despensa e aproveitando o espaço extra do quiosque para encontros familiares ou momentos de lazer. Esta é a oportunidade de transformar um imóvel funcional em um lar cheio de histórias e bem estar. Não perca tempo: entre em contato agora mesmo e agende uma visita para conhecer de perto cada detalhe que fará desta casa o seu próximo endereço."
4101897,26i-apartamento Vitta 255 mil_1-4101897,26i-apartamento Vitta 255 mil_1,Apartamento,Goiânia,Vila Martins,Rua da Liberdade,1,Bloco,74703210,R$ 260.000,260000,2,0,1,1,42 m²,42 m²,https://www.marcusbeda.com.br/imovel/4101897/apartamento-venda-goiania-go-vila-martins,https://www.marcusbeda.com.br/imagens/imoveis/202601081812196014.jpeg,"Descubra o conforto e a praticidade de viver em um apartamento de 42 m², projetado para quem busca qualidade de vida sem abrir mão da conveniência urbana. São dois dormitórios bem distribuídos, perfeito para casal ou pequena família, e um banheiro moderno com acabamento em porcelanato, proporcionando elegância e facilidade na rotina diária. A vaga de garagem exclusiva garante tranquilidade e segurança para seu veículo. O condomínio oferece um completo conjunto de áreas de lazer: piscina para refrescar os dias de calor, quadra poliesportiva para momentos de diversão em família, academia equipada para a prática de exercícios sem precisar sair de casa, e portaria 24 h que assegura total privacidade e proteção. Além disso, a unidade aceita financiamento, facilitando a realização do seu sonho de morar bem. Situado em uma região bem servida de infraestrutura, o imóvel está próximo a comércio variado, escolas reconhecidas e opções de transporte público, permitindo deslocamentos rápidos e confortáveis para todas as áreas da cidade. Essa localização estratégica combina a tranquilidade de um bairro residencial com a praticidade de estar perto de tudo que você precisa. Viva a experiência de um lar que equilibra bem-estar, segurança e acessibilidade. Agende já sua visita e dê o próximo passo rumo ao seu novo endereço!"
4103224,28i-Casa Thiagão Flor do ipê 4_1-4103224,28i-Casa Thiagão Flor do ipê 4_1,Casa,Senador Canedo,Residencial Flor do Ipê I,Rua Ipê 18,1,Casa,75257644,R$ 400.000,400000,3,1,2,2,150 m²,170 m²,https://www.marcusbeda.com.br/imovel/4103224/casa-venda-senador-canedo-go-residencial-flor-do-ipe-i,https://www.marcusbeda.com.br/imagens/imoveis/202601092015338105.jpeg,"Descubra o equilíbrio perfeito entre conforto, segurança e estilo nesta casa de 3 dormitórios, sendo 1 suíte, situada em um bairro que oferece praticidade e tranquilidade. Com metragem bem distribuída, o imóvel apresenta acabamentos de alto padrão: cozinha completa com armários planejados, cooktop e forno, proporcionando um ambiente ideal para quem valoriza a gastronomia. A área gourmet eleva o conceito de convivência, com elegantes bancadas em mármore escovado, cooktop adicional e lavabo, criando o cenário perfeito para receber amigos e familiares. O piso em parquet acetinado confere sofisticação aos ambientes internos, enquanto as telhas isotérmicas garantem conforto térmico em todas as estações. O paisagismo interno e externo transforma cada espaço em um refúgio verde, complementado por um portão automático com motor rápido e sistema de câmeras de segurança, que asseguram tranquilidade e privacidade. A garagem com 2 vagas oferece comodidade para toda a família. Localizada em uma região bem servida, a casa está próxima a comércios, escolas, opções de transporte público e áreas de lazer, facilitando o dia a dia e valorizando ainda mais o seu investimento. Não perca a oportunidade de viver em um lar que combina praticidade, elegância e segurança. Agende sua visita agora mesmo e descubra como este imóvel pode ser o próximo capítulo da sua história."
4103885,29i-Sobrado Barcelona sol 1.89_1-4103885,29i-Sobrado Barcelona sol 1.89_1,Sobrado,Senador Canedo,Jardins Barcelona,Via Mediterrânea,1,Sobrado,75255460,R$ 1.890.000,1890000,4,4,5,4,215 m²,300 m²,https://www.marcusbeda.com.br/imovel/4103885/sobrado-venda-senador-canedo-go-jardins-barcelona,https://www.marcusbeda.com.br/imagens/imoveis/202601111053515245.jpeg,"A rotina ganha outra dinâmica quando você deixa de se preocupar com o espaço das crianças ou com a logística do home office. Ter quatro suítes plenas resolve o convívio da família e garante a privacidade necessária para cada um. No Jardins Barcelona, em Senador Canedo, esse sobrado entrega uma estrutura robusta em 215 m² de área construída, com acabamentos que o mercado exige hoje: porcelanato de grande formato, esquadrias com persianas automatizadas e iluminação em LED já instalada. A sala com pé direito duplo mantém o ambiente fresco, enquanto a piscina aquecida com cascata vira o ponto focal dos finais de semana. É um imóvel para quem busca solidez patrimonial em um terreno de 300 m², sem abrir mão de facilidades cotidianas, já que o condomínio está cercado por supermercados, escolas e farmácias. O paisagismo iluminado reforça o cuidado com a fachada, e a garagem comporta quatro carros com folga. O processo de compra flui sem burocracias pesadas, com a documentação pronta para quem pretende utilizar financiamento bancário. Se você já analisou as opções da região, sabe que os detalhes da marmoraria fina e a qualidade das esquadrias de primeira linha colocam esta unidade em um patamar diferenciado de valorização. Agende um horário e veja pessoalmente como a planta se comporta na prática."
4105668,34i-Sobrado Vale verde Natália_1-4105668,34i-Sobrado Vale verde Natália_1,Sobrado,Senador Canedo,Residencial Vale Verde,Rua VV 2,1,Sobrado,75254135,R$ 1.800.000,1800000,4,4,5,4,240 m²,410 m²,https://www.marcusbeda.com.br/imovel/4105668/sobrado-em-condominio-venda-senador-canedo-go-residencial-vale-verde,https://www.marcusbeda.com.br/imagens/imoveis/20260112154937100.jpeg,Sobrado Área do terreno 410 M2 Área construída 280 M2 Parte superior 3 suítes sendo uma master com closet e hidromassagem Saca frontal Solarium de frente pra área de lazer Sala de TV Parte Inferior 1 suíte Sala de estar Sala de jantar Cozinha Área gourmet Lavabo Área de serviço Garagem coberta para 2 Veiculos Acesso lateral para mais 3 veículos Piscina aquecida com deck Todos banheiros e pias com preparação para água quente Todo trabalhado em sacas iluminadas Fachada frontal em pedra Calçada frontal em pedra portuguesa Hall de entrada com pé direito duplo Porcelanato Quintal gramado Sujeito a alterações de valor sem aviso prévio. Contato Marcus Beda Corretor de Imóveis Creci 23.152 Fone 62.98116-2705 Condomínio Residencial Vale Verde
4105702,35i_Casa Belvedere 950 mil_1-4105702,35i_Casa Belvedere 950 mil_1,Casa,Goiânia,Residencial Jardim Belvedere Expansão,Rua JB 6,1,Casa,74594160,R$ 949.999,949999,3,3,4,2,180 m²,300 m²,https://www.marcusbeda.com.br/imovel/4105702/casa-3-dormitorios-venda-goiania-go-residencial-jardim-belvedere-expansao,https://www.marcusbeda.com.br/imagens/imoveis/202601121604313348.jpeg,3 Suites Uma com closet Jardim de inverno Piscina aquecida Área de churrasco Área de serviço área gourmet Banheiro externo Lote 300 metros Construído 180 metros Rica em armários Valor de venda 950 mil
4108396,37i-Casa Morada do bosque 380_1-4108396,37i-Casa Morada do bosque 380_1,Casa,Senador Canedo,Residencial Morada do Bosque,Rua MB 5,1,Casa,75250590,R$ 380.000,380000,3,1,2,3,112 m²,150 m²,https://www.marcusbeda.com.br/imovel/4108396/casa-3-dormitorios-venda-senador-canedo-go-residencial-morada-do-bosque,https://www.marcusbeda.com.br/imagens/imoveis/202601141244455661.jpeg,Casa 3 quartos com suíte + Closet Toda no porcelanato Garagem 3 carros (2 cobertos + 1 descoberto) Iluminação em Led Trabalho em gesso Sala pé direito alto com Lustre e Sanca Nichos banheiros Área gourmet com churrasqueira Acabamento Premium Paisagismo 112 mts construção Lote 150 mts Valor: 380 mil Localização: Res. Morada do bosque Senador Canedo-Go
4108541,38i-Casa com Piscina Marília 8_1-4108541,38i-Casa com Piscina Marília 8_1,Casa,Senador Canedo,Residencial Marilia,Rua Morrinhos,1,Casa,75254473,R$ 870.000,870000,3,3,5,2,172 m²,360 m²,https://www.marcusbeda.com.br/imovel/4108541/casa-3-dormitorios-venda-senador-canedo-go-residencial-marilia,https://www.marcusbeda.com.br/imagens/imoveis/202601141409129062.jpeg,"*Casa 3Q c/ Piscina* Residencial Marília *Valor: R$ 870.000,00* Acabamento de altíssimo padrão. Lote 360m2 175m2 de construção; 3 Quartos, sendo 2 suítes com c/ iluminação decorativa em LED 3 banheiros e 1 lavabo da piscina Piscina completa com hidromassagem, aquecimento, cascata e iluminação em LED; deck amplo e ducha externa; Área gourmet c/ churrasqueira, balcão amplo e pia; Iluminação decorativa em LED na garagem, sala de estar e cozinha e quartos: Cozinha integrada à sala de estar e área da piscina: Decoração simulando painel ripado na fachada da casa; Área de serviço c/ lavanderia; Garagem ampla"
4261339,39i-Apartamento Res. Paineras_1-4261339,39i-Apartamento Res. Paineras_1,Apartamento,Goiânia,Parque das Nações,Rua Irlanda,604,Residencial Paineraa,74593250,R$ 320.000,320000,3,0,1,1,66 m²,90 m²,https://www.marcusbeda.com.br/imovel/4261339/apartamento-venda-goiania-go-parque-das-nacoes,https://www.marcusbeda.com.br/imagens/imoveis/202606110928435240.jpg,"Apartamento nº 604, localizado no Bloco B-1, Condomínio denominado Residencial Paineiras, situado na AvenidaGoiás, Jardim Ipê, nesta Capital, com a seguinte divisão interna: 03 quartos, banheiro social, sala de estar/jantar,cozinha, área de serviço e varanda com direito ao Box nº 171-A, perfazendo a área total de 90,787m², sendo 66,320m²de área privativa do aptº; 12,50m² de área comum de divisão proporcional; 11,967m² de área comum de divisãoproporcional, correspondendo a fração ideal de 0,0051275% ou 59,938m² conforme matrícula nº 78.219 averbada noCartório do Registro de Imóveis da 2º Circunscrição desta Comarca de Goiânia."
4263994,50i-Casa Village Campos verde_1-4263994,50i-Casa Village Campos verde_1,Casa,Goiânia,Residencial Village Campos Verdes,Rua CV 08,1,Casa,74736063,R$ 500.000,500000,3,1,2,2,135 m²,140 m²,https://www.marcusbeda.com.br/imovel/4263994/casa-3-dormitorios-venda-goiania-go-residencial-village-campos-verdes,https://www.marcusbeda.com.br/imagens/imoveis/202606150958021258.jpeg,"Casa de 03 Quartos sendo 1 Suíte; e 1 com Jardim de Inverno; com 135 metros de Área Construída; Sala Ampla; Banheiro Social; Quartos de solteiro na Parte superior; Cozinha Rica em Bancadas de Granito integrada a Sala de Jantar mais Área de Serviço na Parte de Baixo; Iluminação em Leds Sobrepor e Croicas; Espaço Gourmet com Churrasqueira Revestida no Porcelanato integrada a Garagem; Portão Basculante, Construção premium. Localizadas no Residencial Village Campos Verdes ao Lado do Jardim Novo Mundo Região Leste de Goiânia-GO. VALOR R$ 500.000,00 Pontos Fortes: Localização ótima, próximo ao paço municipal e preço de senador canedo. Excelente custo benefício."
4280483,47i-Casa jardim Brasil rubio_1-4280483,47i-Casa jardim Brasil rubio_1,Casa,Goiânia,Jardim Brasil,Rua 3,1,Casa,74740530,R$ 850.000,850000,3,3,4,2,237 m²,237 m²,https://www.marcusbeda.com.br/imovel/4280483/casa-3-dormitorios-venda-goiania-go-jardim-brasil,https://www.marcusbeda.com.br/imagens/imoveis/202607022025338980.jpeg,"Casa 3 dormitórios para Venda no bairro Jardim Brasil, localizado na cidade de Goiânia / GO, situado na zona Leste, região Leste, ponto de referência Próximo ao muro do Alphaville Araguaia . Com 3 dormitórios, sendo 3 suítes, possui 4 banheiros, 2 vagas de garagem, 1 sala, construído no ano de 2025. Área Total de 237,00 m², Área Privativa de 237,00 m², Área Construída com 167,00 m², Área do Terreno com 237,00 m². Valor do Imóvel R$ 850.000,00, IPTU R$ 600,00. Características: Portão Eletrônico. Cômodos: Área de Serviço, Copa, Cozinha. Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado. Observao: Localizada no JARDIM BRASIL , imóvel novo, aceita financiamento. próxima de supermercado, shopping e órgãos públicos. 3 suítes sendo 1 master c/closet 1 sala com sanca de gesso pé direito elevado bem ampla Iluminação 100% em LED varanda gourmet fechada ampla c/ lavabo Garagem coberta p/ 2 veículos Área de serviço coberta Cozinha separada com bancada em L Churrasqueira projeto diferenciado Acabamento fino; Esquadria linha gold, pedras cozinha e área gourmet São Gabriel, banheiros pedras branco prime, piso porcelanato 1 linha Delta 90x90, torneiras e registro mono comando luxo 1 linha, ponto de ar condicionado com pré instalação pronta, boiler para aquecimento chuveiro e torneira Casa 01 Fração do terreno 237,22m2 Construção 167,39m2 Valor 850 mil"
4284971,48i-casa 2 quartos novo mundo_1-4284971,48i-casa 2 quartos novo mundo_1,Casa,Goiânia,Jardim Novo Mundo,Rua Lima,1,Casa,74705080,R$ 450.000,450000,2,1,2,2,127 m²,127 m²,https://www.marcusbeda.com.br/imovel/4284971/casas-2-quartos-venda-goiania-go-jardim-novo-mundo,https://www.marcusbeda.com.br/imagens/imoveis/202607081028247746.jpeg,"Nova; Aceita financiamento; 02 quartos sendo um suíte; Sala com pé direito alto; Cozinha; Banheiro social; Hall; Área de serviço; Área gourmet; Garagem; Tem um ótima localização, rico em comércio, acabamento premium. Lote com 122 metros Construídos 95 metros Valor 450 mil"
4285048,49i-Casa Recanto-33_650 mil_1-4285048,49i-Casa Recanto-33_650 mil_1,Casa,Goiânia,Setor Recanto das Minas Gerais,Rua SR 33,1,Casa,74785460,R$ 650.000,650000,3,1,3,2,180 m²,1800 m²,https://www.marcusbeda.com.br/imovel/4285048/casa-3-dormitorios-venda-goiania-go-setor-recanto-das-minas-gerais,https://www.marcusbeda.com.br/imagens/imoveis/202607081113342456.jpeg,"03 Quartos, sendo 1 Suíte com pontos para Ar-Condicionado; Com 145 metros de Área Construída; Sala Ampla de 2 Ambientes com Porta de Entrada com 3 Folhas no Blindex; Cozinha com Bancadas e Balcão Mesa no Preto São Gabriel; 02 Banheiros com Nichos, Box e Lavatórios com Bancada Seca no Bege Bahia; Piso no Porcelanato com Rodapés Embutidos; Iluminação em Leds, Croicas e Pendentes; Grande Área Coberta com Espaço para 02 Carros; Espaço Gourmet com Churrasqueira Revestida no Porcelanato e com Lavabo; 2 Portões sendo um social; Construção Moderna com Acabamento diferenciado. Localizadas no Setor ( RECANTO DAS MINAS GERAIS ) em Ótima Localização na Região Leste de Goiânia-GO"
4288989,41i- Lote terras Alpha 2 140 m_1-4288989,41i- Lote terras Alpha 2 140 m_1,Lote,Senador Canedo,Terras Alpha Residencial 2,Alameda Turquia,1,Lote,75263253,R$ 150.000,150000,0,0,0,0,301 m²,301 m²,https://www.marcusbeda.com.br/imovel/4288989/lote-em-condominio-fechado-venda-senador-canedo-go-terras-alpha-residencial-2,https://www.marcusbeda.com.br/imagens/imoveis/202607131157215849.jpeg,"lote em condomínio fechado com otimo lazer, segurança e privacidade em Senador Canedo. regiao de varios condomínios sendo implementado. Conta com posto de combustível ao lado e loja de conveniência em fase de instalação. Academia, quadras poliesportiva, salão de festas e jogos, vestuários, área de churrasco além de espaços diversos para lazer. Espaço aconchegante para quem procura sossego. Observao: lote em condomínio fechado com otimo lazer, segurança e privacidade em Senador Canedo. regiao de varios condomínios sendo implementado. Academia - Acesso para deficientes - Churrasqueira - Condomínio fechado - Energia elétrica - Espaço gourmet - Jardim - Piscina - Playground - Portaria 24h - Portão eletrônico - Quadra de squash - Quadra de tênis - Quadra poliesportiva - Salão de festas - Salão de jogos - Sauna"
4289022,43i-Lote Jardins França 410 me_1-4289022,43i-Lote Jardins França 410 me_1,Lote,Goiânia,Jardins França,Rua Macon,1,Lote,74886182,R$ 943.000,943000,0,0,0,0,410 m²,410 m²,https://www.marcusbeda.com.br/imovel/4289022/lote-em-condominio-fechado-venda-goiania-go-jardins-franca,https://www.marcusbeda.com.br/imagens/imoveis/202607131224363162.jpeg,Lote disponível com otimo valor no Jardins França proximo as quadras de de areias. faça seu contato agora e aproveite um dos melhores lotes com otimo custo benefício.
4289044,33i-Lote Condomínio Vale Verde_1-4289044,33i-Lote Condomínio Vale Verde_1,Lote,Senador Canedo,Residencial Vale Verde,Rua VV 2,1,Lote,75254135,R$ 220.000,220000,0,0,0,0,396 m²,396 m²,https://www.marcusbeda.com.br/imovel/4289044/lote-em-condominio-fechado-venda-senador-canedo-go-residencial-vale-verde,https://www.marcusbeda.com.br/imagens/imoveis/202607131240316774.jpeg,Ótima localização com topografia escorrido para frente ao lado do jardins Quebec e Jardins Nápoles.
4289068,32i-Loteamento Carlos de Frei_1-4289068,32i-Loteamento Carlos de Frei_1,Lote,Goiânia,Residencial Carlos de Freitas,Rua Aryana Guimarães,1,Lote,74775104,R$ 222.000,222000,0,0,0,0,270 m²,270 m²,https://www.marcusbeda.com.br/imovel/4289068/loteamento-venda-goiania-go-residencial-carlos-de-freitas,https://www.marcusbeda.com.br/imagens/imoveis/202607131257018090.jpeg,"Nosso Loteamento é uma realização da MAC EMPREENDIMENTOS IMOBILIÁRIOS - 45 anos no mercado imobiliário de Goiás Está localizado em GOIÂNIA!!! Fica próximo à BR-153, atrás da Empresa Halexistar, ao lado do Conjunto Caiçara - antes do Aldeia do Vale Lotes à partir de 270 m2 com 13,5m de frente À vista a partir de R$ 222.000,00 (TABELA de LANÇAMENTO - VÁLIDA POR CURTO PRAZO) e parcelamento em até 240 meses prestação a partir de R$ 1.400,00 (na TABELA promocional válida por curtíssimo prazo) Reajuste anual IPCA O Loteamento mais barato de Goiânia, que contará ainda com um lindo Parque com mais de 15.000 m2 onde teremos: Pista de Caminhada/Ciclismo Academia ao ar livre Espaço para food truck Playground Estacionamentos Quiosques Quadras poliesportivas E muito mais! Plantões no local, todos os dias , das 8h às 18h Contato 62-98116.2705 Marcus Béda Creci 23152"
4289082,31i-Lote Jardins Parma Guilher_1-4289082,31i-Lote Jardins Parma Guilher_1,Lote,Senador Canedo,Jardins Parma,Rua Fontana,1 lote,Lote,75251238,R$ 239.420,239420,0,0,0,0,281 m²,281 m²,https://www.marcusbeda.com.br/imovel/4289082/lote-em-condominio-fechado-venda-senador-canedo-go-jardins-parma,https://www.marcusbeda.com.br/imagens/imoveis/202607131312178673.jpeg,"Lote quitado no Jardins Parma, excelente valor de metros quadrado com 850 reais o metro. oportunidade"
4289093,30i-Lote Jardim novo mundo 384_1-4289093,30i-Lote Jardim novo mundo 384_1,Lote,Goiânia,Jardim Novo Mundo,Rua Sorocaba,1,Lote,74715490,R$ 420.000,420000,0,0,0,0,384 m²,384 m²,https://www.marcusbeda.com.br/imovel/4289093/lote-venda-goiania-go-jardim-novo-mundo,https://www.marcusbeda.com.br/imagens/imoveis/202607131321072432.jpeg,"Lote quitado, próximo ao estádio serra dourada, shopping flamboyant e assembleia. Ponto de ônibus próximo, rico em comércio. otimo para investimento, região em franca expansao."
4289108,23i-Casa de esquina no Riviera_1-4289108,23i-Casa de esquina no Riviera_1,Casa,Goiânia,Conjunto Riviera,Avenida Liberdade,1,casa,74730010,R$ 850.000,850000,3,1,2,3,270 m²,270 m²,https://www.marcusbeda.com.br/imovel/4289108/casa-3-dormitorios-venda-goiania-go-conjunto-riviera,https://www.marcusbeda.com.br/imagens/imoveis/202607131339373296.jpeg,"Casa de esquina no Riviera localizada na Avenida Liberdade, principal do Bairro, rica em comércio local, escola, farmácia, mercado e padaria. Com 03 quartos sendo uma suíte, semi mobiliada; Garagem ampla para até 3 carros; Um pequena sala que pode vira um office ou quarto; Despensa; Banheiro social; Área de serviço; Jardim de inverno Terreno com cerca 270 metros; Área construída com cerca de 250 meros; Valor de venda 850 mil no estado atual ou com pintura nova 890 mil"
4289136,21i-Casa Monte Azul em Senador_1-4289136,21i-Casa Monte Azul em Senador_1,Casa,Senador Canedo,Setor Monte Azul,Rua Tiradentes,1,Casa,75262616,R$ 270.000,270000,2,1,2,2,140 m²,140 m²,https://www.marcusbeda.com.br/imovel/4289136/casas-2-quartos-venda-senador-canedo-go-setor-monte-azul,https://www.marcusbeda.com.br/imagens/imoveis/202607131352342422.jpeg,"Casa Nova no Monte Azul divisa com Laranjeiras em Senador Canedo, localizada na avenida Tiradentes, ponto de ônibus a poucos metros do imóvel, rico em comércio local, posto de saúde e escola. O imóvel tem 02 quartos sendo um suíte; Banheiro social; Área de serviço com churrasqueira; Garagem; Sala; Cozinha; Com 72,65 metros construídos; Lote com fração de 140,65 metros Aceita financiamento. Valor de venda 270.000,00"
4289735,11i-Sobrado Jardim América Sol_1-4289735,11i-Sobrado Jardim América Sol_1,Sobrado,Goiânia,Jardim América,Rua C 166,1,sobrado,74250230,R$ 1.150.000,1150000,3,3,5,2,190 m²,208 m²,https://www.marcusbeda.com.br/imovel/4289735/sobrado-venda-goiania-go-jardim-america,https://www.marcusbeda.com.br/imagens/imoveis/202607131840335366.jpeg,"SOBRADO Setor Jardim America Pav. TérreO 2 Banheiros sociais Garagem Cob. p/ 02 carros Sala de Estar Cozinha Área Serv. Varanda Gourmet Office (PODE SER CONVERTIDO NA 4 Suite) 1 Pavimento 3 quartos, sendo 3 suítes Copa Diferenciais: Revestimento de Piso Acetinado81x81 Bancadas no banho master brando prime Bancada das demais suítes branco Moura Pisada da escada em granito frete stone Bancadas na cozinha e área gourmet em preto São Gabriel Esquadrias em alumínio Suíte master automatizada com persiana Piscina com aquecimento Porta de Entrada em alumínio Iluminação Interna Personalizada Jardinagem Completa Pré Inst. p/Ar Condicionado Rico em detalhes Energia fotovoltaica Área lote: 208,00 m2 Área construída: 190,93 m2 Valor a vista: R$ 1M150k"
4290221,42i-Casas novo mundo 420 mil_1-4290221,42i-Casas novo mundo 420 mil_1,Casa,Goiânia,Jardim Novo Mundo,Avenida New York,1,Casas,74710010,R$ 420.000,420000,3,2,2,2,435 m²,435 m²,https://www.marcusbeda.com.br/imovel/4290221/casa-3-dormitorios-venda-goiania-go-jardim-novo-mundo,https://www.marcusbeda.com.br/imagens/imoveis/202607141238083590.jpeg,"casa de 03 quartos e dois banheiros com aluguel de 1.200,00 03 barracões com 02 quartos com aluguel de 700 reais. tem cerca de 300 metros construídos lote com 435 metros ótima topografia mercado proximo, ponto de ônibus ao lado uma das principais avenida do Novo Mundo."
4290437,"19i-Cs Rd Bolonha 1.370.000,00_1-4290437","19i-Cs Rd Bolonha 1.370.000,00_1",Casa em Condomínio,Senador Canedo,Jardins Bolonha,Rua dos Angelins,1,Casa,75251092,R$ 1.370.000,1370000,3,3,4,4,158 m²,300 m²,https://www.marcusbeda.com.br/imovel/4290437/casa-em-condominio-venda-senador-canedo-go-jardins-bolonha,https://www.marcusbeda.com.br/imagens/imoveis/202607141454577517.jpeg,"OPORTUNIDADE! PREÇO BAIXOU PARA VENDER RÁPIDO! Casa no Condomínio Jardins Bolonha Alto padrão e conforto! Destaques do imóvel Semi mobiliada Armários sala, cozinha, varanda gourmet, closet suíte master 3 Suítes plenas (1 com closet) Sala com pé-direito duplo integrada à cozinha Área gourmet com churrasqueira e piscina Lavabo + Despensa externa Área de serviço coberta Corredor lateral 4 vagas de garagem Terreno: 300m² Construção: 158m² Pré-instalação para aquecimento de água (banheiros, cozinha, varanda gourmet e piscina) Condomínio: 650,00 Valor promocional: R$ 1.370,000,00 Entre em contato agora e agende sua visita!"
4290469,17i-Casa 02 recanto 325 mil_1-4290469,17i-Casa 02 recanto 325 mil_1,Casa,Goiânia,Residencial Paulo Estrela,Rua 4,1,Casa,74786456,R$ 325.000,325000,2,1,2,1,90 m²,120 m²,https://www.marcusbeda.com.br/imovel/4290469/casas-2-quartos-venda-goiania-go-residencial-paulo-estrela,https://www.marcusbeda.com.br/imagens/imoveis/202607141512436651.jpeg,"Sabe aquele oportunidade de ótimo custo benefício! Trago esse imóvel para você uma casa no bairro Setor Recanto das Minas Gerais; com 2 quartos sendo 1 suite; Banheiro social; Área de serviço; 90m2 de terreno; 75m2 de área construída; piso retificado 75x75; sala com pé direito duplo; garagem coberta a ser entregue após o financiamento, perfeita para fazer aquele churrasco! A região é rica em comércio e tem uma ótima infraestrutura. Aceita financiamento Contato 62-98116.2705 Corretor de Imóveis Marcus Beda Creci 23152 Pontos Fortes: Ótimo localização região rica em comércio possui escola Ponto de ônibus próximo"
